noticia,medio,autor,titulo,fecha,lugar,oracion,sustantivos,adjetivos,verbos,personas,organizaciones,lugares,fechas,geopoliticos,eventos,polaridad,subjetividad
837.txt,The Guide,"",The protest of POK in GAStech establishes headquarters of ends in halting,20090219,"ABILA, Kronos","To clean to Carman Adrien of spokesman said, ""not we prohibited to group certain latitude with his meeting, but that when GAStech complained which protestors blocked the entrance to their building, we had to take the action.","spokesman,group,latitude,meeting,protestor,entrance,building,action",certain,"clean,say,prohibit,complain,block,have,take",Carman Adrien,GAStech,"","","","",0.09523809523809526,0.39285714285714285
837.txt,The Guide,"",The protest of POK in GAStech establishes headquarters of ends in halting,20090219,"ABILA, Kronos","The last thing that we wished to happen was so that an employee of GAStech obtains damage of the right crowd because he tried to go to work.""

The POK, once small political group of the activist of citizens of the area of Elodis, has been revitalización under charismatic direction of Elian Karel.","thing,employee,damage,crowd,work,group,activist,citizen,area,revitalización,direction","last,right,small,political,charismatic","wish,happen,obtain,try,go,be",Elian Karel,"GAStech,POK","","",Elodis,"",0.10714285714285714,0.4204761904761905
837.txt,The Guide,"",The protest of POK in GAStech establishes headquarters of ends in halting,20090219,"ABILA, Kronos","The spokesman Rufus Drymiau of the government said of the meeting of today of POK, ""now we have been referred by a pattern of tactics more and more aggressive by the protectors of Kronos by a certain hour.","spokesman,government,meeting,today,pattern,tactic,protector,hour","aggressive,certain","say,refer",Rufus Drymiau,"POK,Kronos","",today,"","",0.4047619047619047,0.5238095238095238
837.txt,The Guide,"",The protest of POK in GAStech establishes headquarters of ends in halting,20090219,"ABILA, Kronos","To the light of today incident, president Kapelou has ordered police to provide the additional protection for the public in rallys future of POK.""","light,today,incident,police,protection,public,rally,future",additional,"order,provide",Kapelou,POK,"",today,"","",0.13333333333333333,0.2972222222222222
373.txt,The Guide,"",The minister of the health receives POK threat,20120309,"ABILA, Kronos","The sources of the police have informed that Vincent Kapelou, minister of the health, has received several threatening letters that they tried to come from the POK.","source,police,minister,health,threatening,letter",several,"inform,receive,try,come",Vincent Kapelou,POK,"","","","",0.0,0.0
373.txt,The Guide,"",The minister of the health receives POK threat,20120309,"ABILA, Kronos","""I conjecture that they are obtaining desperate for the attention,"" Vincent Kapelou said in an interview of the telephone.","attention,interview,telephone","obtaining,desperate","conjecture,say",Vincent Kapelou,"","","","","",-0.6,1.0
373.txt,The Guide,"",The minister of the health receives POK threat,20120309,"ABILA, Kronos","The ""occasions are this one are not nothing, but we are not going to take no occasions.","occasion,occasion","","go,take","","","","","","",0.0,0.0
373.txt,The Guide,"",The minister of the health receives POK threat,20120309,"ABILA, Kronos","I have doubled the size of my force of the security and have sent to my family in vacations far extended.

Kapelou, 39, were designated to the position of the minister of the health in 2001 after the death of Will stop Nespola.","size,force,security,family,vacation,position,minister,health,death","","double,send,extend,designate","Kapelou,Will stop Nespola","","","39,2001","","",0.1,1.0
373.txt,The Guide,"",The minister of the health receives POK threat,20120309,"ABILA, Kronos","Kapelou is the oldest son of the brother of president Kaeplou, Andreas.","son,brother",old,"","Kapelou,Kaeplou,Andreas","","","","","",0.0,0.0
595.txt,The Guide,"",Traffic of the block from Protestors to the fields of the curve of Tiskel,20050408,"ABILA, Kronos",More than dozen demonstrators POK handle and seizures in safekeeping by the police were put Tuesday to block the access to the fields of the curve of Tiskele.,"dozen,demonstrator,seizure,safekeeping,police,access,field,curve",more,"handle,put,block","","","",Tuesday,Tiskele,"",0.225,0.25
595.txt,The Guide,"",Traffic of the block from Protestors to the fields of the curve of Tiskel,20050408,"ABILA, Kronos","The demonstrators tomorrow arrived the entrance to the site from the curve of Tiskele on the 5:30 and the arms blocked through way by near three hours, in spite of being requested to go away by the police.","demonstrator,tomorrow,entrance,site,curve,arm,way,hour,spite,police","","arrive,block,request,go","","","",tomorrow,Tiskele,"",0.1,0.4
595.txt,The Guide,"",Traffic of the block from Protestors to the fields of the curve of Tiskel,20050408,"ABILA, Kronos","Whereas the traffic in the way began to maintain, several drivers of the car began to leave their vehicles and to join themselves near the demonstrators.","traffic,way,driver,car,vehicle,demonstrator",several,"begin,maintain,begin,leave,join","","","","","","",0.05,0.2
595.txt,The Guide,"",Traffic of the block from Protestors to the fields of the curve of Tiskel,20050408,"ABILA, Kronos","The geniuses began to indicate by means of lights whereas the blockade persisted in the second hour, and the conductors began to shout and to curse in the demonstrators to move of the way.","genius,mean,light,blockade,hour,conductor,demonstrator,way",second,"begin,indicate,persist,begin,shout,curse,move","","","","","","",0.0,0.0
595.txt,The Guide,"",Traffic of the block from Protestors to the fields of the curve of Tiskel,20050408,"ABILA, Kronos","""We appreciated citizens who express their opinion, but the center of a occupied way is not the right forum for a discussion of our national environmental policy.","citizen,opinion,center,way,forum,discussion,policy","right,national,environmental","appreciate,express,occupy,be","","","","","","",0.12857142857142856,0.24523809523809525
595.txt,The Guide,"",Traffic of the block from Protestors to the fields of the curve of Tiskel,20050408,"ABILA, Kronos","We animate to our citizens at issue who follow the process democratic and make contact with enemy with their representatives of the assembly,"" spokesman Rufus Drymiau of the government said in a declaration.","citizen,issue,process,contact,enemy,representative,assembly,spokesman,government,declaration",democratic,"animate,follow,make,say",Rufus Drymiau,"","","","","",0.0,0.0
229.txt,The Guide,"",Karel leader of the activist arrested for the fiscal evasio,20090313,"ABILA, Kronos",The police of Kronos arrested Elian Karel for fiscal evasion today.,"police,evasion,today",fiscal,arrest,Elian Karel,Kronos,"",today,"","",0.0,0.0
229.txt,The Guide,"",Karel leader of the activist arrested for the fiscal evasio,20090313,"ABILA, Kronos","Karel, the protective leader of the group ""of the activist of Kronos"", lead a meeting with its those in favor they arrested when it.","leader,group,activist,meeting,favor",protective,"lead,arrest",Karel,Kronos,"","","","",0.0,0.0
229.txt,The Guide,"",Karel leader of the activist arrested for the fiscal evasio,20090313,"ABILA, Kronos","Karel tried to make the light of the situation, but their followers were referred clearly on the seriousness of the loads made level against him.","light,situation,follower,seriousness,load",level,"try,make,refer,make",Karel,"","","","","",0.25,0.5416666666666666
229.txt,The Guide,"",Karel leader of the activist arrested for the fiscal evasio,20090313,"ABILA, Kronos","The lawyer of Karel, Michale Kraft, sent a declaration declaring that the loads against their client were false and that he hoped to have sent Karel of safekeeping of the police by the end of the week.","lawyer,declaration,load,client,safekeeping,police,end,week",false,"send,declare,be,hope,send","Michale Kraft,Karel",Karel,"",the end of the week,"","",-0.4000000000000001,0.6
229.txt,The Guide,"",Karel leader of the activist arrested for the fiscal evasio,20090313,"ABILA, Kronos","About answer to the declaration of Kraft, Carman Adrien of the spokesman of the said police, ""I think that Mr. Kraft has underestimated the seriousness of the situation of his client.""","answer,declaration,spokesman,police,seriousness,situation,client","","say,think,underestimate","Kraft,Carman Adrien,Kraft","","","","","",0.0,0.0
229.txt,The Guide,"",Karel leader of the activist arrested for the fiscal evasio,20090313,"ABILA, Kronos","It is clear that Elian Karel, that professes to have the interests of the people of Kronos in the heart, must explain us because he rejects to contribute to the well-being of his nation.","interest,people,heart,well,nation",clear,"profess,have,explain,reject,contribute",Elian Karel,Kronos,"","","","",0.10000000000000002,0.3833333333333333
28.txt,Kronos Star,Marcella Trapan,POK Protesters Vandalize Siopa Distric,20110620,"ABILA, Krono",A Protectors of Kronos demonstration in the streets of the Siopa district in downtown Abila resulted in numerous incidents of vandalism and opportunistic looting yesterday.,"demonstration,street,district,downtown,incident,vandalism,looting,yesterday","numerous,opportunistic",result,"",Protectors of Kronos,"",yesterday,Abila,"",0.0,0.5
28.txt,Kronos Star,Marcella Trapan,POK Protesters Vandalize Siopa Distric,20110620,"ABILA, Krono","Crowd members spray painted the new POK logo on buildings and cars, broke shop windows, looted stores, and intimidated innocent bystanders.","crowd,member,spray,logo,building,car,shop,window,store,bystander","new,innocent","paint,break,loot,intimidate","",POK,"","","","",0.3181818181818182,0.5772727272727273
28.txt,Kronos Star,Marcella Trapan,POK Protesters Vandalize Siopa Distric,20110620,"ABILA, Krono",The police were forced to use tear gas and water cannons to disperse the group of hooligans.,"police,gas,water,cannon,group,hooligan",tear,"force,use,disperse","","","","","","",-0.30000000000000004,0.2
