noticia,medio,autor,titulo,fecha,lugar,oracion,sustantivos,adjetivos,verbos,personas,organizaciones,lugares,fechas,geopoliticos,eventos,polaridad,subjetividad,cant_personas
572.txt,Daily Pegasus,,POK REMEMBERS MARTYRED LEADE,20120622,"ABILA, Kronos","In the stirring leaders of Wednesday of the ceremony of the protectors of the group of the activist of Kronos the tribute paid to its fallen leader, Elian Karel, that was assassinated the 19 of June of 2009 whereas illegal one being stopped in a jail of Kronos.","leader,ceremony,protector,group,activist,tribute,leader,jail","stirring,illegal","pay,fall,assassinate,stop",Elian Karel,"Kronos,Kronos",,"Wednesday,the 19 of June of 2009",,,-0.3,0.25,1
662.txt,The Orb,,POK POINTS OUT THE CHIEF OF MARTYRE,20120622,"ABILA, Kronos","In the chiefs moving one Wednesday of ceremony of the guards of group of activist of Kronos poured the homage on their fallen chief, Elian Karel, which was assassinated on June 19, 2009 while being illegally held in prison of Kronos.","chief,ceremony,guard,group,activist,homage,chief,prison",,"move,pour,fall,assassinate,hold",Elian Karel,"Kronos,Kronos",,"one Wednesday,June 19, 2009",,,-0.5,0.5,1
572.txt,Daily Pegasus,,POK REMEMBERS MARTYRED LEADE,20120622,"ABILA, Kronos","""We collected today to remember Elian Karel,"" Silvia Marek we said the assembly of rapt, many of whom supported the white candles in the honor of Karel.","today,assembly,candle,honor","rapt,many,white","collect,remember,say,support","Elian Karel,Silvia Marek,Karel",,,today,,,0.25,0.25,3
662.txt,The Orb,,POK POINTS OUT THE CHIEF OF MARTYRE,20120622,"ABILA, Kronos","""Today we meet to point out Elian Karel to us,"" Silvia Marek said the enthusiastically, much which delayed the white candles in the honor of Karel.","today,candle,honor","much,white","meet,point,say,delay","Elian Karel,Silvia Marek,Karel",,,Today,,,0.1,0.1,3
54.txt,The Abila Post,,WHO ARE THE PROTESTERS,20120822,"ABILA, Kronos","Karel had been involved with the POK since its inception given that his father, Jeroen Karel, was an original member.","inception,father,member",original,"be,involve,give,be","Karel,Jeroen Karel",POK,,,,,0.375,0.75,2
184.txt,News Online Today,,WHO ARE THE PROTESTERS ,20120822,"ABILA, Kronos",With the third anniversary of Elian Karel's death approaching - former member of the Protectors of Kronos - the question is: who are the protesters?,"anniversary,death,member,question,protester","third,former",approach,Elian Karel's,the Protectors of Kronos,,,,,0.0,0.0,1
54.txt,The Abila Post,,WHO ARE THE PROTESTERS,20120822,"ABILA, Kronos","The POK's second major martyr is Elian Karel, who died in 2009 while incarcerated of undetermined causes.","martyr,cause","second,major,undetermined","die,incarcerate",Elian Karel,POK,,2009,,,0.03125,0.25,1
54.txt,The Abila Post,,WHO ARE THE PROTESTERS,20120822,"ABILA, Kronos","Also in 1998, Juliana Vann, a previously healthy ten-year old girl died of a lingering illness, which WFA-funded doctors claimed was caused by water contamination.","year,girl,lingering,illness,doctor,water,contamination","healthy,old","die,fund,claim,cause",Juliana Vann,WFA,,"1998,ten-year",,,0.3,0.35,1
54.txt,The Abila Post,,WHO ARE THE PROTESTERS,20120822,"ABILA, Kronos",Elian Karel's death in 2009 was marked by spontaneous instances of protest around Abila.,"death,instance,protest",spontaneous,mark,Elian Karel's,,,2009,Abila,,0.35,0.75,1
54.txt,The Abila Post,,WHO ARE THE PROTESTERS,20120822,"ABILA, Kronos",With the third anniversary of Elian Karel's death approaching - former member of the Protectors of Kronos - the question is: who are the protesters?,"anniversary,death,member,question,protester","third,former",approach,Elian Karel's,the Protectors of Kronos,,,,,0.0,0.0,1
213.txt,Central Bulletin,,WHO ARE THE PROTESTERS ,20120823,"ABILA, Kronos",With the third anniversary of Elian Karel's death approaching - former member of the Protectors of Kronos - the question is: who are the protesters?,"anniversary,death,member,question,protester","third,former",approach,Elian Karel's,the Protectors of Kronos,,,,,0.0,0.0,1
213.txt,Central Bulletin,,WHO ARE THE PROTESTERS ,20120823,"ABILA, Kronos","The POK's second major martyr is Elian Karel, who died in 2009 while incarcerated of undetermined causes.","martyr,cause","second,major,undetermined","die,incarcerate",Elian Karel,POK,,2009,,,0.03125,0.25,1
709.txt,News Desk,,WHO ARE PROTESTERS,20120823,"ABILA, Kronos","The second most important martyr of POK is Elian Karel, who in 2009, whereas incarcerated died of indefinite causes.","martyr,cause","second,important,indefinite","incarcerate,die",Elian Karel,POK,,2009,,,0.3,0.5,1
213.txt,Central Bulletin,,WHO ARE THE PROTESTERS ,20120823,"ABILA, Kronos","Karel had been involved with the POK since its inception given that his father, Jeroen Karel, was an original member.","inception,father,member",original,"be,involve,give,be","Karel,Jeroen Karel",POK,,,,,0.375,0.75,2
709.txt,News Desk,,WHO ARE PROTESTERS,20120823,"ABILA, Kronos",With the third anniversary of the death of Elian Karel closer coming - former member of the guards of Kronos - the question is: who are protesters?,"anniversary,death,member,guard,question,protester","third,former",come,Elian Karel,Kronos,,,,,0.0,0.0,1
709.txt,News Desk,,WHO ARE PROTESTERS,20120823,"ABILA, Kronos","Karel implied with POK since its commencement its father had been seen, Jeroen Karel, an original member was.","commencement,father,member",original,"imply,see","Karel,Jeroen Karel",POK,,,,,0.375,0.75,2
709.txt,News Desk,,WHO ARE PROTESTERS,20120823,"ABILA, Kronos","Also in 1998, Juliana Vann, rather healthy of ten years - the old little girl died to a dawdling sickness, which wFA-funded the demanded doctors water pollution was caused.","year,girl,dawdling,sickness,doctor,water,pollution","healthy,old,little","die,fund,demand,cause",Juliana Vann,,,"1998,ten years",,,0.103125,0.3,1
74.txt,Athena Speaks,,WHO ARE the PROTESTERS,20120824,"ABILA, Kronos",With the approaching third birthday of the death of of Elian Karel - former member of the Protectors of Kronos - the question is: who are the protesters?,"birthday,death,member,question,protester","third,former",approach,Elian Karel,the Protectors of Kronos,,,,,0.0,0.0,1
74.txt,Athena Speaks,,WHO ARE the PROTESTERS,20120824,"ABILA, Kronos","The second principal martyr of POK is Elian Karel, which died in 2009 while imprisoned unspecified causes.","martyr,cause","second,principal,unspecified","die,imprison",Elian Karel,POK,,2009,,,0.0,0.0,1
300.txt,The Explainer,,THE WHO IS THE DEMONSTRATORS,20120824,"ABILA, Kronos","Martyr secondly main of POK is Elian Karel, that died in 2009 whereas incarcerated of indetermine causes.","martyr,cause","main,indetermine","die,incarcerate",Elian Karel,POK,,2009,,,0.16666666666666666,0.3333333333333333,1
300.txt,The Explainer,,THE WHO IS THE DEMONSTRATORS,20120824,"ABILA, Kronos",The death of Elian Karel in 2009 was marked by spontaneous cases of the protest around Abila.,"death,case,protest",spontaneous,mark,Elian Karel,,,2009,Abila,,0.35,0.75,1
74.txt,Athena Speaks,,WHO ARE the PROTESTERS,20120824,"ABILA, Kronos","Karel had been implied POK since its beginning since his/her father, Jeroen Karel, were an original member.","beginning,father,member",original,"imply,be","Karel,Jeroen Karel",POK,,,,,0.375,0.75,2
300.txt,The Explainer,,THE WHO IS THE DEMONSTRATORS,20120824,"ABILA, Kronos","Karel been had implied with the POK from its beginning since his father, Jeroen Karel, were an original member.","beginning,father,member",original,"be,imply,be","Karel,Jeroen Karel",POK,,,,,0.375,0.75,2
74.txt,Athena Speaks,,WHO ARE the PROTESTERS,20120824,"ABILA, Kronos","Moreover in 1998, Juliana Vann, ten years old and previously healthy - died of a prolonged disease, which WFA claimed  was caused by contamination of water.","year,disease,contamination,water","old,healthy","die,prolong,claim,cause",Juliana Vann,WFA,,"1998,ten years old",,,0.2,0.2333333333333333,1
300.txt,The Explainer,,THE WHO IS THE DEMONSTRATORS,20120824,"ABILA, Kronos",With the third anniversary to approach of the death of Elian Karel - previous member of the protectors of Kronos - the question is:  who are the demonstrators.,"anniversary,death,member,protector,question,demonstrator","third,previous",approach,Elian Karel,Kronos,,,,,-0.08333333333333333,0.08333333333333333,1
33.txt,Homeland Illumination,Maha Sal,PROTESTS SWELL IN ABILA IN RESPONSE TO CALLS TO ACTIO,20120907,"ABILA, Kronos",Posters with colorful images of Elian Karel and Juliana Vann were reminders of the heavy toll already paid by leaders and innocents.,"poster,image,reminder,toll,leader,innocent","colorful,heavy",pay,"Elian Karel,Juliana Vann",,,,,,0.04999999999999999,0.45,2
33.txt,Homeland Illumination,Maha Sal,PROTESTS SWELL IN ABILA IN RESPONSE TO CALLS TO ACTIO,20120907,"ABILA, Kronos",Juliana Vann died in 1998 of cancer caused by environmental toxins in her drinking water.,"cancer,toxin,drinking,water",environmental,"die,cause",Juliana Vann,,,1998,,,0.0,0.0,1
0.txt,The Orb,,BUMP OF PROTESTS IN ABILA IN RESPONSE TO THE CALLS TO THE ACTIO,20120908,"ABILA, Kronos",Juliana Vann died in 1998 of the cancer caused by environmental toxins in its drinking water.,"cancer,toxin,drinking,water",environmental,"die,cause",Juliana Vann,,,1998,,,0.0,0.0,1
0.txt,The Orb,,BUMP OF PROTESTS IN ABILA IN RESPONSE TO THE CALLS TO THE ACTIO,20120908,"ABILA, Kronos",The posters with coloured images of Elian Karel and Juliana Vann were recalls of the heavy toll already paid by chiefs and the innocent ones.,"poster,image,recall,toll,chief,one","heavy,innocent","colour,pay","Elian Karel,Juliana Vann",,,,,,0.15,0.6,2
520.txt,The Wrap,,THE PROTESTS SWELL IN ABILA IN REPLY TO QUESTION TO ACTIO,20120908,"ABILA, Kronos","To be dead, idea an assassination be by many, put cancels collections to bring it reported of the guards of Kronos to publicly.  Juliana Vann died in 1998, of cancer which is caused by environment toxin in its drinking water.","idea,assassination,collection,guard,cancer,environment,toxin,drinking,water","dead,many","be,be,put,cancel,report,die,cause",Juliana Vann,Kronos,,1998,,,0.1,0.32222222222222224,1
753.txt,All News Today,,PROTESTS SWELL IN ABILA IN RESPONSE TO CALLS TO ACTION,20120908,"ABILA, Kronos",Posters with colorful images of Elian Karel and Juliana Vann were reminders of the heavy toll already paid by leaders and innocents.,"poster,image,reminder,toll,leader,innocent","colorful,heavy",pay,"Elian Karel,Juliana Vann",,,,,,0.04999999999999999,0.45,2
753.txt,All News Today,,PROTESTS SWELL IN ABILA IN RESPONSE TO CALLS TO ACTION,20120908,"ABILA, Kronos",Juliana Vann died in 1998 of cancer caused by environmental toxins in her drinking water.,"cancer,toxin,drinking,water",environmental,"die,cause",Juliana Vann,,,1998,,,0.0,0.0,1
520.txt,The Wrap,,THE PROTESTS SWELL IN ABILA IN REPLY TO QUESTION TO ACTIO,20120908,"ABILA, Kronos",The posters with coloured pictures of Elian Karel and Juliana Vann was memories of the heavy toll which is already paid by LEADERs and innocents.,"poster,picture,memory,toll,leader,innocent",heavy,"colour,pay","Elian Karel,Juliana Vann",,,,,,-0.2,0.5,2
130.txt,Kronos Star,Marcella Trapan,"Annual POK Rally Ends in Riot, Agai",20130620,"ABILA, Krono","A larger than usual crowd gathered in front of the Capitol building, waving signs holding pictures of Elian Karel and Juliana Vann, who were painted as POK ""martyrs"".","crowd,front,building,waving,sign,holding,picture,martyr","large,usual","gather,paint","Elian Karel,Juliana Vann","Capitol,POK",,,,,-0.125,0.375,2
290.txt,Homeland Illumination,Petrus Gerhar,WHO BRINGS A GUN TO A SIT IN,20130620,"ABILA, Krono",The rally had been publicized as a peaceful gathering of citizens to bring their concerns to the public consciousness.  The most dangerous item in their hands was a picture of a sweet-faced ten year dead old girl - Juliana Vann who died in 1998 of cancer caused by the benzene in her drinking water.,"rally,gathering,citizen,concern,consciousness,item,hand,picture,year,girl,cancer,benzene,drinking,water","peaceful,public,dangerous,sweet,faced,dead,old","publicize,bring,be,die,cause",Juliana Vann,,,"ten year dead,1998",,,0.007142857142857145,0.3666666666666667,1
374.txt,International News,,"Annual POK Rally Ends in Riot, Again",20130620,"ABILA, Kronos","A larger than usual crowd gathered in front of the Capitol building, waving signs holding pictures of Elian Karel and Juliana Vann, who were painted as POK ""martyrs"".   

Police and government security forces set up between the protestors and the Capitol building in a show of force, hoping to prevent the kind of chaos that occurred during last year's riot.","crowd,front,building,sign,picture,martyr,police,government,security,force,protestor,show,force,kind,chaos,year,riot","large,usual,last","gather,wave,hold,paint,set,hope,prevent,occur","Elian Karel,Juliana Vann","Capitol,POK,Capitol",,last year's,,,0.0875,0.42916666666666653,2
833.txt,News Online Today,,KAREL DEATH ANNIVERSAR,20130621,"ABILA, Kronos",The most dangerous item in their hands was a picture of a sweet-faced ten year dead old girl - Juliana Vann who died in 1998 of cancer caused by the benzene in her drinking water.,"item,hand,picture,year,girl,cancer,benzene,drinking,water","dangerous,sweet,faced,dead,old","die,cause",Juliana Vann,,,"ten year dead,1998",,,-0.04,0.4,1
